conv_id,turn_id,role,word,speaker_id,duration_min
51,0,seller,Sorry Okay I have started recording Um So yeah I guess um since you're the buyer what are your thoughts on the house and what would be your the kind of price range that you're looking for,1,4.809
51,1,buyer,"Um Well I think that the house has a lot of things that I'm looking for um especially in terms of like the year that it's built and just the neighborhood value itself Uh I'm thinking Range of my first offer is 220 or 220,000 Um What are you thinking of that",0,4.809
51,2,seller,Yeah Um So I definitely appreciate the offer Um I think just because of the fact that um the house is you know it's in a really um good neighborhood It was recently renovated and there's a lot of amenities and plus you know there hasn't been very many homes available to be sold in the area because it's such a highly coveted neighborhood Um As a result I think I'm not going to be comfortable accepting any um any price under 2 30 K Um And so I feel like my wood I just it wouldn't I guess if you if it makes sense it does it's I'm indifferent between like 2 30 K And any prices below 2 30 K And uh like regardless like not accepting the offer and like That that wouldn't it wouldn't make a difference to me And so I think I would like to start off with a counter offer of 270 k,1,4.809
51,3,buyer,Mm I think that is I appreciate the negotiation Yeah But I think that um in comparison to just some of the other areas of the other listings in that same neighborhood um Based off of the square footage and the selling prices for those there are some that offer much more two square feet uh and selling prices that are much less So I'm not based off of a lot of space and just what I'm looking for in terms of uh compare comparing with the other options that I have Um I'm not really willing to go Any higher than 235 k,0,4.809
51,4,seller,"Got it That makes sense Um I definitely hear your concern about the comparable houses Um I think part of the reason why um my initial asking price was higher than the other um selling prices of the list in neighboring homes is because those are all you know sold a while ago And so there because the neighborhood has gotten you know only increasingly popular There's definitely just like an increase in property value in just the general area Um I'm willing to go down to 245,000 if that works for you",1,4.809
51,5,buyer,Mm it's still a little too,0,4.809
51,6,seller,high,1,4.809
51,7,buyer,Um It's mostly I think the information that I've been given is that there some with their still very few listings but there are other options Um They're currently um and one that I have my eye on that is it has a lot very very similar characteristics to this listing Um But it has a bit more square footage more space Um And the selling price is actually only 233 k Um And I mean I'm willing to go Slightly more just to 35 but not I don't think I'm able to go higher than that,0,4.809
51,8,seller,Got it Um Let's see 2 35 Um would you be willing to do to 36,1,4.809
51,9,buyer,Um mm No,0,4.809
51,10,seller,Um so to 35 is your final offer,1,4.809
51,11,buyer,Yeah Yeah I think so,0,4.809
51,12,seller,Okay I will accept to 35,1,4.809
512,0,seller,Hello,1,4.68
512,1,buyer,Hello how are you,0,4.68
512,2,seller,I'm good how are you,1,4.68
512,3,buyer,I am very well thank you,0,4.68
512,4,seller,Okay,1,4.68
512,5,buyer,So I'm looking to buy your house Uh I really like it But I think the asking price of 214 is very very high So can you maybe bring your price down [PERSON],0,4.68
512,6,seller,I'm sorry to hear that But compared to all the other houses in the neighborhood I think my house really has a lot of newly decorated new appliances available that are worth the extra money,1,4.68
512,7,buyer,"I I understand this between $240,000 is very high So I am proposing maybe 220,000 I think this is a much better price",0,4.68
512,8,seller,"I'm sorry $220,000 It's just not the house I spent my time building or creating And really it's a comparative to all the other houses in the neighborhood for the square footage and for as much amenities that there is provided I think it's really worth $240,000 $220,000 Way too low and completely off the table",1,4.68
512,9,buyer,Okay Okay But then make me a better offer I mean the 240 is way too high to 20 is too low So just to make me a better offer because this house is uh it's quite old is built in the 1940s So it means it's uh it's not gonna be a very warm during the winter Uh It's quite far from the school So there's a few reasons why I think the price should come down So And your let's service to some business,0,4.68
512,10,seller,"Okay So although it is built in 1947 I still think that adds class to it You get that nice old architectural style and although it may be called you won't feel it with the two fireplaces that are provided However just for you maybe I can do 237,000",1,4.68
512,11,buyer,"No $3,003,000 You've come down You know this is not enough I mean I understand it's got character but this also means it's more maintenance on an old house like this It also means that if I want to heat it up like you said with a fireplace if there is gas I'm going to have to pay for the gas So it's it's all extra costs Uh so I'm leaning I'm leaning to maybe 225,000 I can go But I think this is much better",0,4.68
512,12,seller,"I am sorry 225,000 Still too low I don't know I can't do that for the again you're getting a built in 1947 that old architecture So it is 1800 and 46 sq ft of space But with that comes the four bedrooms the one recreation room and the 2.5 bathrooms I still think 25,000 is still to know Not only that this neighborhood not many houses have been bought It's a good neighborhood There's not much on the art market right now If anything I can go 231,000",1,4.68
512,13,buyer,"2 31 wow You you're you're very tempting Your offer is very tempting I tell you what if I put on the table 230,000 I will come up to 230,000 right now And that means you can have a deal and we can go enjoy our friday",0,4.68
