conv_id,turn_id,role,word,speaker_id,duration_min
282,0,buyer,are you recording too,0,11.195
282,1,seller,Do I have to record separately,1,11.195
282,2,buyer,Yeah the direction said for both of us,0,11.195
282,3,seller,Um I'm a little confused because I think you started recording and it says recording on my end so I'm not sure if I'm and I have like to pause and stop permission but I think it might be the same,1,11.195
282,4,buyer,"Okay no problem then Okay Um so tell me about why you're asking Price is 240,000",0,11.195
282,5,seller,Yeah of course So um I've lived in this home for a little bit but it's definitely one of the nicest in the area Um if you're not really familiar with the neighborhood centennial Park um it's a really nice suburban neighborhood It's really safe and the public schools in the area are also really well funded So I think those were a lot of things that I considered when moving here Um so I think that definitely contributes to the value of the house Um and when I was comparing with other homes in the area and also just like um asking for the advice of other real estate investors this was a really reasonable price that I came to Um so yeah I think that kind of explains my rationale,1,11.195
282,6,buyer,awesome Well I can tell you I think it's a fantastic home I have been looking around the centennial park area for a little while Um I will note I'd like to point out that I did find some similar homes in the area um that did have lower asking prices for instance So I know that your house is 1846 sq ft of space And there's another house just down the street that is 1875 sq ft of space So more and their prices to 33 600 to be exact And so I'm having a hard time rationalizing the 240 asking price for your home Um as compared with this other home that is asking for about 6500 less and is more square footage of space and have some similar amenities,0,11.195
282,7,seller,Mhm Um Yeah I think that makes a lot of I totally get where you're coming from Um I think part of my asking price comes from the fact that we're recent were in the works of doing some renovations specifically on some of the kitchen appliances in the house and so like square footage wise Um I totally get the comparison but just because we have invested into the property and have been doing a lot of renovations This neighborhood is a bit older and some of the houses have seen some wear and tear even my own Um during the time that I lived here And so I think really updating the house and making sure it's like modern and nice for the next purchaser um and whoever lives in it is part of why I had to um ask for this specific price,1,11.195
282,8,buyer,Mhm I understand Um and in the spirit of transparency I'll let you know that I'm not planning on living in the house myself I'm interested in investing in the real estate and,0,11.195
282,9,seller,so,1,11.195
282,10,buyer,the details about the pricing that's why the matter a little bit more to me and so I am sure that you probably want to close on this house So you give me a price range that you're interested in accepting,0,11.195
282,11,seller,Yeah I,1,11.195
282,12,buyer,think that our idea of like where you're asked I think maybe like one price is a little bit hard to gauge what you're thinking and hoping for,0,11.195
282,13,seller,Yeah I totally understand Um I think that makes a lot of sense and gives me a lot of clarity on where you're coming from as well I also think um like if you have more questions about the property I could definitely answer that might be able to color the context of when you decide to maybe like rent or like sell it out again in the future Um I think a comfortable range that I'm thinking of for now um I think around 234 would be something that I would be comfortable with Um again just because I definitely agree that there are a lot of comparable properties in this neighborhood um but with the recent investment in the kitchen appliances and also um the specific other I guess yeah I think specifically the investment in the kitchen appliance is something that I'm really keeping in mind,1,11.195
282,14,buyer,Mhm mm I'm just taking a look again at some more details about the house but um mm can you tell me why you're selling in the first place actually,0,11.195
282,15,seller,Yeah of course So I lived in this house for a couple of years I moved in because of again it's a really nice neighborhood I'm sure you're super familiar with like especially the um great like public school system in this area is really what drew me here Um because I moved in with some younger kids and we lived here for a couple of years but now my kids have all gone to college and for me I'm kind of at a retirement age so I would like to move um somewhere tropical I'm probably gonna move to like Indonesia or somewhere like that so I just no longer long to be in the suburbs And even though this was a wonderful home um this isn't a place that I'm going to live in anymore,1,11.195
