outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,amusement_min,48,-0.2406,0.0995,-0.2273,0.1203,0.2406,dealerships
outcome_binary,caring_late_mean,48,-0.2404,0.0998,-0.155,0.2927,0.2404,dealerships
outcome_binary,excitement_delta,48,0.2404,0.0998,0.137,0.3532,0.2404,dealerships
outcome_binary,gratitude_min,48,-0.2398,0.1006,-0.2152,0.1418,0.2398,dealerships
outcome_binary,annoyance_mean,48,-0.236,0.1064,-0.2182,0.1362,0.236,dealerships
outcome_binary,disappointment_mean,48,-0.2356,0.1069,-0.1791,0.2232,0.2356,dealerships
outcome_binary,confusion_last,48,-0.2352,0.1076,-0.3477,0.0155,0.2352,dealerships
outcome_binary,grief_min,48,-0.233,0.111,-0.2393,0.1014,0.233,dealerships
outcome_binary,excitement_max,48,0.2326,0.1116,0.2092,0.1535,0.2326,dealerships
outcome_binary,annoyance_late_mean,48,-0.2278,0.1194,-0.2423,0.097,0.2278,dealerships
outcome_binary,sadness_early_mean,48,0.2253,0.1237,0.2604,0.0739,0.2253,dealerships
outcome_binary,disappointment_buyer_minus_seller_mean,48,-0.2217,0.13,-0.2754,0.0581,0.2217,dealerships
outcome_binary,disappointment_late_minus_early,48,-0.2213,0.1306,-0.0677,0.6474,0.2213,dealerships
outcome_binary,grief_buyer_minus_seller_mean,48,-0.2201,0.1328,-0.2002,0.1725,0.2201,dealerships
outcome_binary,optimism_last,48,-0.2196,0.1337,-0.0948,0.5215,0.2196,dealerships
outcome_binary,disappointment_late_mean,48,-0.2195,0.1339,-0.0497,0.7374,0.2195,dealerships
outcome_binary,sadness_buyer_minus_seller_mean,48,-0.2169,0.1387,-0.1821,0.2154,0.2169,dealerships
outcome_binary,joy_late_mean,48,0.2167,0.1389,0.3718,0.0093,0.2167,dealerships
outcome_binary,realization_mean,48,-0.2143,0.1436,-0.155,0.2927,0.2143,dealerships
outcome_binary,excitement_last,48,0.2115,0.1491,0.0286,0.847,0.2115,dealerships
outcome_binary,embarrassment_last,48,-0.2099,0.1521,-0.155,0.2927,0.2099,dealerships
outcome_binary,anger_buyer_minus_seller_mean,48,-0.2098,0.1524,-0.1249,0.3975,0.2098,dealerships
outcome_binary,nervousness_max,48,0.2062,0.1597,0.2694,0.0641,0.2062,dealerships
outcome_binary,nervousness_std,48,0.2033,0.1658,0.14,0.3427,0.2033,dealerships
outcome_binary,admiration_late_minus_early,48,0.2027,0.167,0.2514,0.0848,0.2027,dealerships
outcome_binary,amusement_early_mean,48,0.2027,0.167,0.2122,0.1476,0.2027,dealerships
outcome_binary,gratitude_early_mean,48,0.2013,0.1702,0.2514,0.0848,0.2013,dealerships
outcome_binary,grief_early_mean,48,0.2009,0.171,0.2815,0.0526,0.2009,dealerships
outcome_binary,remorse_std,48,0.1988,0.1756,0.155,0.2927,0.1988,dealerships
outcome_binary,relief_last,48,-0.197,0.1797,-0.1881,0.2003,0.197,dealerships
outcome_binary,love_first,48,-0.1945,0.1853,-0.1671,0.2564,0.1945,dealerships
outcome_binary,embarrassment_max,48,0.1943,0.1858,0.2393,0.1014,0.1943,dealerships
outcome_binary,nervousness_mean,48,0.1906,0.1944,0.1309,0.375,0.1906,dealerships
outcome_binary,desire_first,48,-0.1899,0.1961,-0.3206,0.0263,0.1899,dealerships
outcome_binary,realization_min,48,-0.1893,0.1976,-0.1039,0.4824,0.1893,dealerships
outcome_binary,gratitude_max,48,0.1891,0.1981,0.1912,0.1931,0.1891,dealerships
outcome_binary,joy_min,48,-0.1885,0.1993,-0.1641,0.2652,0.1885,dealerships
outcome_binary,nervousness_early_mean,48,0.1863,0.2048,0.1851,0.2078,0.1863,dealerships
outcome_binary,embarrassment_std,48,0.1853,0.2073,0.1912,0.1931,0.1853,dealerships
outcome_binary,fear_max,48,0.1845,0.2093,0.1159,0.4328,0.1845,dealerships
outcome_binary,disgust_last,48,-0.1802,0.2203,-0.0647,0.6621,0.1802,dealerships
outcome_binary,optimism_late_mean,48,-0.1799,0.2211,-0.0467,0.7528,0.1799,dealerships
outcome_binary,curiosity_late_mean,48,0.1788,0.2241,0.1972,0.1792,0.1788,dealerships
outcome_binary,grief_last,48,-0.1764,0.2303,-0.0677,0.6474,0.1764,dealerships
outcome_binary,excitement_buyer_minus_seller_mean,48,-0.1749,0.2343,-0.3507,0.0145,0.1749,dealerships
outcome_binary,sadness_std,48,0.1748,0.2347,0.2453,0.0928,0.1748,dealerships
outcome_binary,confusion_late_mean,48,-0.1745,0.2356,-0.0346,0.8153,0.1745,dealerships
outcome_binary,amusement_buyer_minus_seller_mean,48,0.1743,0.236,-0.1008,0.4952,0.1743,dealerships
outcome_binary,excitement_late_mean,48,0.1734,0.2386,0.2243,0.1254,0.1734,dealerships
outcome_binary,approval_late_mean,48,0.1725,0.2412,0.152,0.3023,0.1725,dealerships
outcome_binary,optimism_early_mean,48,-0.1723,0.2414,0.0828,0.5759,0.1723,dealerships
outcome_binary,pride_mean,48,0.1718,0.2429,0.152,0.3023,0.1718,dealerships
outcome_binary,embarrassment_delta,48,-0.1716,0.2434,-0.1159,0.4328,0.1716,dealerships
outcome_binary,fear_std,48,0.1714,0.2442,0.0286,0.847,0.1714,dealerships
outcome_binary,anger_max,48,0.1705,0.2467,0.1881,0.2003,0.1705,dealerships
outcome_binary,disgust_late_minus_early,48,0.1703,0.2473,-0.0406,0.7839,0.1703,dealerships
outcome_binary,relief_late_minus_early,48,-0.1698,0.2487,-0.155,0.2927,0.1698,dealerships
outcome_binary,caring_last,48,-0.1686,0.2519,-0.152,0.3023,0.1686,dealerships
outcome_binary,disapproval_last,48,-0.1683,0.2527,-0.3146,0.0294,0.1683,dealerships
outcome_binary,remorse_last,48,-0.1681,0.2535,-0.1731,0.2394,0.1681,dealerships
outcome_binary,remorse_mean,48,0.1655,0.261,0.1309,0.375,0.1655,dealerships
outcome_binary,grief_delta,48,-0.1647,0.2632,0.0798,0.5899,0.1647,dealerships
outcome_binary,optimism_std,48,-0.162,0.2714,-0.1219,0.4091,0.162,dealerships
outcome_binary,curiosity_last,48,-0.1618,0.2719,-0.2243,0.1254,0.1618,dealerships
outcome_binary,relief_min,48,-0.1602,0.2768,-0.2965,0.0407,0.1602,dealerships
outcome_binary,curiosity_early_mean,48,0.16,0.2774,0.143,0.3323,0.16,dealerships
outcome_binary,approval_max,48,0.1591,0.28,0.0707,0.6328,0.1591,dealerships
outcome_binary,disapproval_first,48,-0.1576,0.2846,-0.137,0.3532,0.1576,dealerships
outcome_binary,caring_early_mean,48,-0.1567,0.2874,-0.0346,0.8153,0.1567,dealerships
outcome_binary,disgust_buyer_minus_seller_mean,48,-0.1562,0.289,-0.2754,0.0581,0.1562,dealerships
outcome_binary,love_late_minus_early,48,0.1557,0.2907,0.1701,0.2478,0.1557,dealerships
outcome_binary,excitement_mean,48,0.1553,0.292,0.2243,0.1254,0.1553,dealerships
outcome_binary,admiration_first,48,-0.1552,0.2923,0.0647,0.6621,0.1552,dealerships
outcome_binary,grief_std,48,0.1534,0.298,0.2423,0.097,0.1534,dealerships
outcome_binary,anger_last,48,-0.1527,0.3001,-0.0346,0.8153,0.1527,dealerships
outcome_binary,love_delta,48,0.1527,0.3001,0.152,0.3023,0.1527,dealerships
outcome_binary,relief_first,48,0.1526,0.3005,0.1881,0.2003,0.1526,dealerships
outcome_binary,annoyance_last,48,-0.1492,0.3115,-0.0226,0.8789,0.1492,dealerships
outcome_binary,remorse_delta,48,-0.1488,0.3129,-0.0738,0.6184,0.1488,dealerships
outcome_binary,sadness_last,48,-0.1465,0.3205,-0.0286,0.847,0.1465,dealerships
outcome_binary,love_last,48,0.1461,0.3217,0.0376,0.7996,0.1461,dealerships
outcome_binary,surprise_early_mean,48,0.1445,0.3271,0.1791,0.2232,0.1445,dealerships
outcome_binary,surprise_last,48,0.144,0.3287,-0.2514,0.0848,0.144,dealerships
outcome_binary,disappointment_last,48,-0.1431,0.332,-0.0948,0.5215,0.1431,dealerships
outcome_binary,amusement_late_minus_early,48,-0.1429,0.3324,0.0316,0.8311,0.1429,dealerships
outcome_binary,fear_mean,48,0.1426,0.3335,-0.0888,0.5484,0.1426,dealerships
outcome_binary,anger_std,48,0.1421,0.3355,0.1069,0.4697,0.1421,dealerships
outcome_binary,annoyance_first,48,-0.1408,0.3396,-0.3116,0.0311,0.1408,dealerships
outcome_binary,anger_delta,48,-0.1407,0.3402,0.0738,0.6184,0.1407,dealerships
outcome_binary,sadness_delta,48,-0.1406,0.3406,0.0557,0.7069,0.1406,dealerships
outcome_binary,fear_last,48,-0.1404,0.3411,-0.1881,0.2003,0.1404,dealerships
outcome_binary,disgust_late_mean,48,0.1401,0.3422,-0.152,0.3023,0.1401,dealerships
outcome_binary,amusement_delta,48,0.1396,0.3438,-0.0346,0.8153,0.1396,dealerships
outcome_binary,fear_first,48,-0.1394,0.3447,-0.1972,0.1792,0.1394,dealerships
outcome_binary,gratitude_late_minus_early,48,-0.1389,0.3464,-0.0978,0.5083,0.1389,dealerships
outcome_binary,nervousness_buyer_minus_seller_mean,48,-0.1386,0.3475,-0.1942,0.186,0.1386,dealerships
outcome_binary,fear_early_mean,48,0.1378,0.3502,-0.134,0.364,0.1378,dealerships
outcome_binary,caring_mean,48,-0.1376,0.3512,-0.0647,0.6621,0.1376,dealerships
outcome_binary,relief_early_mean,48,0.1367,0.3541,0.2393,0.1014,0.1367,dealerships
outcome_binary,desire_delta,48,0.1361,0.3562,0.2905,0.0452,0.1361,dealerships
outcome_binary,amusement_first,48,-0.1354,0.3589,0.0256,0.8629,0.1354,dealerships
outcome_binary,optimism_mean,48,-0.1353,0.3592,-0.0918,0.5348,0.1353,dealerships
outcome_binary,relief_max,48,0.1348,0.3611,0.0948,0.5215,0.1348,dealerships
outcome_binary,disgust_early_mean,48,-0.1346,0.3616,0.0015,0.9919,0.1346,dealerships
outcome_binary,embarrassment_mean,48,0.134,0.3637,0.0587,0.6919,0.134,dealerships
outcome_binary,joy_first,48,0.1332,0.3668,0.2574,0.0774,0.1332,dealerships
outcome_binary,love_min,48,0.1332,0.3668,0.155,0.2927,0.1332,dealerships
outcome_binary,annoyance_delta,48,-0.1316,0.3727,0.1159,0.4328,0.1316,dealerships
outcome_binary,annoyance_late_minus_early,48,-0.1315,0.3728,-0.1761,0.2312,0.1315,dealerships
outcome_binary,excitement_first,48,-0.13,0.3784,-0.0075,0.9595,0.13,dealerships
outcome_binary,embarrassment_early_mean,48,0.1289,0.3825,0.158,0.2833,0.1289,dealerships
outcome_binary,sadness_mean,48,0.1274,0.3881,0.1821,0.2154,0.1274,dealerships
outcome_binary,approval_early_mean,48,0.1273,0.3887,0.1701,0.2478,0.1273,dealerships
outcome_binary,love_buyer_minus_seller_mean,48,-0.1265,0.3915,-0.0166,0.9111,0.1265,dealerships
outcome_binary,excitement_std,48,0.1251,0.3967,0.1671,0.2564,0.1251,dealerships
outcome_binary,fear_late_minus_early,48,-0.1224,0.4071,0.0406,0.7839,0.1224,dealerships
outcome_binary,surprise_delta,48,0.1223,0.4077,-0.0166,0.9111,0.1223,dealerships
outcome_binary,nervousness_first,48,-0.1206,0.4142,-0.1791,0.2232,0.1206,dealerships
outcome_binary,desire_last,48,-0.1192,0.4195,0.2483,0.0887,0.1192,dealerships
outcome_binary,caring_min,48,-0.1188,0.4211,0.0196,0.895,0.1188,dealerships
outcome_binary,caring_late_minus_early,48,-0.1186,0.4222,-0.0226,0.8789,0.1186,dealerships
outcome_binary,caring_std,48,-0.1176,0.4261,-0.0617,0.6769,0.1176,dealerships
outcome_binary,annoyance_max,48,0.1145,0.4385,0.1099,0.4572,0.1145,dealerships
outcome_binary,anger_first,48,-0.1131,0.4439,-0.2694,0.0641,0.1131,dealerships
outcome_binary,curiosity_mean,48,0.113,0.4443,0.1189,0.4208,0.113,dealerships
outcome_binary,nervousness_last,48,-0.1049,0.4778,-0.1309,0.375,0.1049,dealerships
outcome_binary,joy_last,48,0.1047,0.4788,-0.158,0.2833,0.1047,dealerships
outcome_binary,optimism_first,48,-0.1041,0.4813,-0.2724,0.061,0.1041,dealerships
outcome_binary,grief_mean,48,0.1033,0.4848,0.155,0.2927,0.1033,dealerships
outcome_binary,confusion_delta,48,-0.1019,0.4907,-0.155,0.2927,0.1019,dealerships
outcome_binary,excitement_late_minus_early,48,0.1001,0.4983,0.0497,0.7374,0.1001,dealerships
outcome_binary,disgust_mean,48,-0.0997,0.5003,-0.1701,0.2478,0.0997,dealerships
outcome_binary,pride_late_mean,48,0.0995,0.501,0.2243,0.1254,0.0995,dealerships
outcome_binary,approval_min,48,-0.0985,0.5052,-0.2544,0.081,0.0985,dealerships
outcome_binary,approval_std,48,0.0968,0.5126,0.14,0.3427,0.0968,dealerships
outcome_binary,approval_delta,48,-0.0959,0.5167,-0.0858,0.5621,0.0959,dealerships
outcome_binary,remorse_buyer_minus_seller_mean,48,-0.0941,0.5245,-0.0677,0.6474,0.0941,dealerships
outcome_binary,anger_early_mean,48,0.0939,0.5255,-0.0196,0.895,0.0939,dealerships
outcome_binary,disapproval_early_mean,48,-0.0939,0.5256,0.0015,0.9919,0.0939,dealerships
outcome_binary,joy_delta,48,-0.0938,0.5261,-0.146,0.3221,0.0938,dealerships
outcome_binary,gratitude_std,48,0.0932,0.5286,0.0497,0.7374,0.0932,dealerships
outcome_binary,pride_max,48,0.0929,0.5301,0.2122,0.1476,0.0929,dealerships
outcome_binary,disapproval_delta,48,-0.0919,0.5347,-0.1972,0.1792,0.0919,dealerships
outcome_binary,caring_first,48,-0.0898,0.544,-0.1249,0.3975,0.0898,dealerships
outcome_binary,embarrassment_first,48,-0.0877,0.5535,-0.0677,0.6474,0.0877,dealerships
outcome_binary,remorse_late_mean,48,-0.085,0.5658,-0.0015,0.9919,0.085,dealerships
outcome_binary,sadness_late_mean,48,0.085,0.5656,0.0527,0.7221,0.085,dealerships
outcome_binary,realization_buyer_minus_seller_mean,48,0.0845,0.5682,0.0075,0.9595,0.0845,dealerships
outcome_binary,disgust_delta,48,-0.0844,0.5687,0.0316,0.8311,0.0844,dealerships
outcome_binary,sadness_first,48,-0.0839,0.5708,-0.0436,0.7683,0.0839,dealerships
outcome_binary,realization_std,48,-0.0833,0.5736,-0.0677,0.6474,0.0833,dealerships
outcome_binary,nervousness_late_mean,48,0.0832,0.5739,0.0467,0.7528,0.0832,dealerships
outcome_binary,fear_buyer_minus_seller_mean,48,0.0819,0.5799,-0.1731,0.2394,0.0819,dealerships
outcome_binary,approval_last,48,-0.0816,0.5815,0.0075,0.9595,0.0816,dealerships
outcome_binary,relief_late_mean,48,-0.0815,0.5819,-0.0286,0.847,0.0815,dealerships
outcome_binary,admiration_buyer_minus_seller_mean,48,-0.0814,0.5822,-0.0557,0.7069,0.0814,dealerships
outcome_binary,realization_first,48,0.0802,0.5878,0.1791,0.2232,0.0802,dealerships
outcome_binary,embarrassment_late_minus_early,48,-0.0799,0.5894,-0.1159,0.4328,0.0799,dealerships
outcome_binary,pride_late_minus_early,48,0.0798,0.5899,0.2273,0.1203,0.0798,dealerships
outcome_binary,approval_late_minus_early,48,0.079,0.5935,0.0677,0.6474,0.079,dealerships
outcome_binary,disgust_std,48,-0.0777,0.5997,-0.0075,0.9595,0.0777,dealerships
outcome_binary,pride_min,48,-0.0777,0.5998,-0.2107,0.1505,0.0777,dealerships
outcome_binary,confusion_std,48,0.0761,0.6073,0.0828,0.5759,0.0761,dealerships
outcome_binary,curiosity_first,48,-0.0749,0.6128,-0.0798,0.5899,0.0749,dealerships
outcome_binary,disappointment_std,48,-0.0748,0.6134,0.0286,0.847,0.0748,dealerships
outcome_binary,grief_late_minus_early,48,-0.0732,0.6212,-0.0738,0.6184,0.0732,dealerships
outcome_binary,amusement_last,48,0.0723,0.6253,-0.0677,0.6474,0.0723,dealerships
outcome_binary,disapproval_max,48,-0.0719,0.6272,-0.0286,0.847,0.0719,dealerships
outcome_binary,admiration_min,48,0.0714,0.6298,0.0918,0.5348,0.0714,dealerships
outcome_binary,gratitude_last,48,-0.0672,0.65,-0.1671,0.2564,0.0672,dealerships
outcome_binary,caring_delta,48,-0.066,0.6558,0.0467,0.7528,0.066,dealerships
outcome_binary,desire_std,48,0.0658,0.657,0.137,0.3532,0.0658,dealerships
outcome_binary,curiosity_std,48,0.0641,0.6651,0.0497,0.7374,0.0641,dealerships
outcome_binary,pride_buyer_minus_seller_mean,48,-0.0632,0.6693,-0.149,0.3121,0.0632,dealerships
outcome_binary,anger_late_mean,48,0.0626,0.6725,-0.137,0.3532,0.0626,dealerships
outcome_binary,desire_min,48,-0.0626,0.6725,0.131,0.375,0.0626,dealerships
outcome_binary,admiration_delta,48,0.0623,0.6738,-0.0798,0.5899,0.0623,dealerships
outcome_binary,fear_delta,48,0.0613,0.679,0.146,0.3221,0.0613,dealerships
outcome_binary,annoyance_std,48,-0.0609,0.681,-0.0045,0.9757,0.0609,dealerships
outcome_binary,disappointment_max,48,0.0599,0.686,0.1611,0.2742,0.0599,dealerships
outcome_binary,confusion_buyer_minus_seller_mean,48,-0.0584,0.6933,0.0075,0.9595,0.0584,dealerships
outcome_binary,disappointment_early_mean,48,0.0571,0.7,0.0135,0.9272,0.0571,dealerships
outcome_binary,pride_std,48,0.0544,0.7136,0.1761,0.2312,0.0544,dealerships
outcome_binary,curiosity_min,48,-0.0541,0.715,-0.0256,0.8629,0.0541,dealerships
outcome_binary,nervousness_delta,48,0.054,0.7152,0.1129,0.4449,0.054,dealerships
outcome_binary,pride_delta,48,0.0526,0.7227,-0.1279,0.3862,0.0526,dealerships
outcome_binary,desire_late_mean,48,0.0521,0.725,0.2213,0.1307,0.0521,dealerships
outcome_binary,curiosity_delta,48,0.0519,0.726,0.0376,0.7996,0.0519,dealerships
outcome_binary,fear_late_mean,48,0.0515,0.7282,-0.0647,0.6621,0.0515,dealerships
outcome_binary,pride_first,48,-0.0513,0.7293,0.1219,0.4091,0.0513,dealerships
outcome_binary,approval_first,48,0.0511,0.7303,-0.0557,0.7069,0.0511,dealerships
outcome_binary,gratitude_late_mean,48,-0.0497,0.7374,-0.0226,0.8789,0.0497,dealerships
outcome_binary,gratitude_mean,48,0.0494,0.7386,0.0497,0.7374,0.0494,dealerships
outcome_binary,grief_first,48,-0.0488,0.742,-0.0226,0.8789,0.0488,dealerships
outcome_binary,excitement_min,48,-0.0486,0.7429,0.0196,0.895,0.0486,dealerships
outcome_binary,admiration_early_mean,48,0.0481,0.7456,0.0406,0.7839,0.0481,dealerships
outcome_binary,caring_max,48,0.0478,0.7472,0.0421,0.7761,0.0478,dealerships
outcome_binary,joy_buyer_minus_seller_mean,48,0.0468,0.7521,-0.0617,0.6769,0.0468,dealerships
outcome_binary,disgust_max,48,-0.0441,0.7659,0.1219,0.4091,0.0441,dealerships
outcome_binary,realization_early_mean,48,0.0437,0.7682,0.0978,0.5083,0.0437,dealerships
outcome_binary,admiration_last,48,-0.043,0.7715,-0.1671,0.2564,0.043,dealerships
outcome_binary,realization_last,48,0.0421,0.7763,0.0617,0.6769,0.0421,dealerships
outcome_binary,disappointment_delta,48,-0.041,0.7821,0.0617,0.6769,0.041,dealerships
outcome_binary,love_early_mean,48,0.0374,0.8009,0.2122,0.1476,0.0374,dealerships
outcome_binary,gratitude_buyer_minus_seller_mean,48,-0.0371,0.8025,0.0045,0.9757,0.0371,dealerships
outcome_binary,sadness_late_minus_early,48,-0.0367,0.8042,-0.1761,0.2312,0.0367,dealerships
outcome_binary,remorse_first,48,-0.0358,0.8092,-0.0105,0.9433,0.0358,dealerships
outcome_binary,optimism_min,48,-0.0318,0.8301,-0.0527,0.7221,0.0318,dealerships
outcome_binary,confusion_first,48,0.0314,0.8325,0.0346,0.8153,0.0314,dealerships
outcome_binary,realization_delta,48,-0.0308,0.8353,-0.0557,0.7069,0.0308,dealerships
outcome_binary,remorse_min,48,0.0277,0.852,0.0045,0.9757,0.0277,dealerships
outcome_binary,optimism_delta,48,-0.0273,0.8537,0.0497,0.7374,0.0273,dealerships
outcome_binary,curiosity_buyer_minus_seller_mean,48,0.0263,0.8592,0.0406,0.7839,0.0263,dealerships
outcome_binary,realization_max,48,0.0261,0.8604,0.0135,0.9272,0.0261,dealerships
outcome_binary,embarrassment_buyer_minus_seller_mean,48,-0.0251,0.8658,-0.3236,0.0249,0.0251,dealerships
outcome_binary,relief_std,48,-0.0239,0.8718,-0.0045,0.9757,0.0239,dealerships
outcome_binary,confusion_mean,48,-0.0214,0.8852,-0.0045,0.9757,0.0214,dealerships
outcome_binary,desire_early_mean,48,0.0208,0.8882,0.0617,0.6769,0.0208,dealerships
outcome_binary,relief_buyer_minus_seller_mean,48,-0.0207,0.8887,0.0226,0.8789,0.0207,dealerships
outcome_binary,surprise_first,48,0.0207,0.8889,0.0316,0.8311,0.0207,dealerships
outcome_binary,grief_late_mean,48,0.0181,0.9028,-0.0135,0.9272,0.0181,dealerships
outcome_binary,joy_late_minus_early,48,-0.018,0.9034,0.0105,0.9433,0.018,dealerships
outcome_binary,relief_mean,48,0.0173,0.907,0.0828,0.5759,0.0173,dealerships
outcome_binary,curiosity_late_minus_early,48,-0.0171,0.9083,-0.0135,0.9272,0.0171,dealerships
outcome_binary,excitement_early_mean,48,-0.0164,0.9117,0.2243,0.1254,0.0164,dealerships
outcome_binary,optimism_late_minus_early,48,-0.0161,0.9134,-0.0316,0.8311,0.0161,dealerships
outcome_binary,pride_early_mean,48,-0.0158,0.9152,0.0015,0.9919,0.0158,dealerships
outcome_binary,nervousness_late_minus_early,48,-0.0157,0.9156,-0.0497,0.7374,0.0157,dealerships
outcome_binary,desire_late_minus_early,48,0.0154,0.9172,-0.0045,0.9757,0.0154,dealerships
outcome_binary,desire_mean,48,-0.0132,0.9291,0.1039,0.4824,0.0132,dealerships
outcome_binary,embarrassment_late_mean,48,-0.0124,0.9335,0.0617,0.6769,0.0124,dealerships
outcome_binary,annoyance_early_mean,48,-0.0107,0.9425,-0.0045,0.9757,0.0107,dealerships
outcome_binary,disapproval_buyer_minus_seller_mean,48,-0.0099,0.9467,-0.0015,0.9919,0.0099,dealerships
outcome_binary,surprise_buyer_minus_seller_mean,48,0.0099,0.9469,-0.0045,0.9757,0.0099,dealerships
